a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34
1,0,2.0,1.2416800000000001,2.0,1.4859,2.0,1.72973,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.77128,2.0,2.0,2.0,2.0,1.74468,2.0,1.8964699999999999,2.0,1.64628,2.0,1.38255,2.0,1.10819,2.0,0.8263,2.0,0.18616999999999995,2.0
1,0,1.88305,0.7800400000000001,2.0,1.3637299999999999,1.82403,1.1920600000000001,1.85086,1.05901,1.90558,0.95708,1.8519299999999999,1.25,1.7789700000000002,1.25322,1.6920600000000001,1.5794000000000001,1.7103000000000002,1.39056,1.73176,1.27575,2.0,1.34871,1.5676,1.52039,1.69811,1.53235,1.80901,1.5858400000000001,1.43026,1.70923,1.5236100000000001,1.5418500000000002
1,0,1.9964499999999998,1.06468,2.0,0.98764,1.97811,1.02498,1.96112,1.02312,1.99274,1.07808,1.89323,1.10346,1.94212,1.05269,1.88809,1.1112,1.86104,1.08631,1.81633,1.1183,1.8366799999999999,1.14442,1.8132899999999998,1.13412,1.7947600000000001,1.13638,1.7911000000000001,1.15379,1.77122,1.1593,1.70941,1.12015
1,0,2.0,1.28046,2.0,1.02477,2.0,1.07764,2.0,1.04317,1.9876200000000002,1.33266,2.0,1.05489,2.0,1.04384,1.9575,0.75402,1.84371,0.91332,2.0,1.0415,1.99933,1.27376,2.0,0.60944,1.96414,0.97826,1.86747,1.2336,1.94578,0.77979,1.80355,0.92671
1,0,1.87111,1.04326,1.7994599999999998,1.18297,1.99009,1.29292,1.89455,0.9166300000000001,1.88598,0.97972,1.90446,0.7327600000000001,1.8941,1.19964,1.88644,0.95358,1.8445200000000002,0.99009,1.97882,0.65976,1.7895400000000001,0.74899,1.86661,0.90807,1.85967,0.97092,1.7877399999999999,0.95899,1.75935,1.21812,1.88238,1.09193
0,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
1,0,1.65909,0.37121000000000004,1.0,1.0,1.0,1.0,1.7727300000000001,2.0,2.0,0.7197,1.0,1.0,1.0,1.0,1.62121,0.77273,1.84091,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.06061000000000005,0.87121,0.06818000000000002,1.0,1.0,1.0,1.0
1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.15000000000000002,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.0,2.0,2.0,0.0,0.8,2.0,0.0,1.0,2.0,1.0,1.0
1,0,1.92436,1.36924,1.71976,1.6842000000000001,1.29303,1.94078,0.88892,1.7652700000000001,0.6839500000000001,1.9245299999999999,0.33384,1.78766,0.07855000000000001,1.42314,0.056849999999999956,1.09585,0.0,1.03191,0.33569000000000004,0.33721999999999996,0.5399,0.21826,0.86514,0.11917999999999995,1.1976499999999999,0.14863000000000004,1.48904,0.29752999999999996,1.69886,0.53952,1.7606600000000001,0.86806
1,0,1.51207,2.0,2.0,1.5381,1.71178,1.80833,1.45622,1.46427,1.33081,2.0,1.21249,2.0,0.82584,2.0,0.66919,1.98722,0.38617999999999997,2.0,0.47326,1.71699,0.11499999999999999,1.47894,0.0,1.35175,0.0,1.09569,0.0,0.83287,0.0,0.5777399999999999,0.08096999999999999,0.34443
1,0,1.26667,0.9,1.5333299999999999,1.0,1.3333300000000001,0.86667,1.36667,1.11667,1.56667,1.01667,1.7166700000000001,1.08333,1.7,0.93333,1.5333299999999999,1.2,1.4166699999999999,0.98333,1.31667,1.2,1.7,1.0,1.25,1.13333,1.46214,1.05439,1.4,1.03333,1.46667,1.03333,1.4166699999999999,0.95
1,0,1.94653,1.2871299999999999,1.72554,1.67248,1.47564,1.82455,1.01267,1.8910900000000002,0.75129,1.84475,0.52356,1.56079,0.24119000000000002,1.41743,0.33545,1.07208,0.34574000000000005,0.80475,0.47524999999999995,0.56,0.6914899999999999,0.44911,0.95881,0.35207999999999995,1.16085,0.43579999999999997,1.36752,0.58099,1.46059,0.7746500000000001,1.50376,0.9402
1,0,2.0,1.01709,1.9621499999999998,0.96858,2.0,0.96564,2.0,0.94929,1.9902600000000001,0.92908,1.99173,0.90998,2.0,0.84273,2.0,0.85743,1.9830999999999999,0.88187,2.0,0.81481,2.0,0.80728,1.98971,0.77917,1.9649,0.79757,1.94599,0.82877,1.96436,0.77439,1.87011,0.7670399999999999
1,0,2.0,1.09802,2.0,1.25101,1.9839,1.33044,1.80365,1.5302,1.74977,1.60297,1.5693700000000002,1.71942,1.55311,1.74079,1.29452,1.82193,1.21137,1.7977699999999999,1.09709,1.82162,0.98266,1.7987,0.84856,1.75596,0.77161,1.69187,0.68287,1.60948,0.59709,1.54522,0.57185,1.44534
1,0,2.0,1.09771,2.0,1.12197,2.0,1.22574,1.98602,1.09237,1.9493,1.19211,1.92992,1.24288,1.89241,1.28343,1.85529,1.26721,1.83656,1.33129,1.83393,1.31698,1.74829,1.39597,1.76193,1.3465799999999999,1.68452,1.42746,1.62764,1.46031,1.56791,1.4703300000000001,1.5425200000000001,1.50903
1,0,1.95113,1.00419,1.95183,0.97277,1.93438,0.9808,1.9459,1.01606,1.9651,1.03281,1.94171,1.0733,1.94625,0.98674,1.97173,1.0014,1.94834,1.06038,1.9266999999999999,1.08412,1.9312399999999998,1.10087,1.9452,1.01361,1.9352200000000002,1.04925,1.93159,1.08168,1.94066,0.99965,1.91483,1.04712
0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.88889,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0
0,0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.5,1.0,1.0
1,0,1.8808500000000001,1.35232,1.6838899999999999,1.6512799999999999,1.34816,1.7978399999999999,1.05832,1.90842,0.70216,1.8649,0.37365000000000004,1.6959,0.22894000000000003,1.39309,0.14197000000000004,1.08408,0.18359000000000003,0.75983,0.35421,0.49978,0.60234,0.31662999999999997,0.88853,0.24467000000000005,1.17041,0.28496,1.40675,0.42351000000000005,1.56626,0.63235,1.62765,0.86695
0,0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1,0,1.94531,0.96484,0.0,0.66797,0.0,0.98437,1.9726599999999999,1.01172,1.9335900000000001,0.98047,0.0,1.16406,0.0,0.99609,1.95313,0.96484,1.92188,0.97266,0.007809999999999984,1.11719,0.06640999999999997,1.34766,1.95703,0.99609,1.8204099999999999,1.13758,1.9023400000000001,0.93359,0.0,0.8125,0.0,0.65625
1,0,2.0,0.93818,2.0,1.02942,2.0,0.94869,2.0,0.98293,2.0,0.88274,1.84493,0.94798,1.93392,0.93402,1.6917,0.92621,1.6573099999999998,0.79633,1.9491,0.68442,1.8085200000000001,0.68346,1.84932,0.65162,1.72529,0.70826,1.73094,0.61424,1.54356,0.73716,1.64207,0.60513
1,0,2.0,1.01105,2.0,1.01105,2.0,1.0232,1.99448,0.98564,1.99448,0.99779,1.98343,1.0232,2.0,1.00884,1.97569,1.00773,1.9790100000000002,1.01657,1.98011,1.00663,1.98122,1.02099,1.97127,0.99337,1.98033,1.016,1.9790100000000002,1.01547,1.98564,1.02099,1.98674,1.02762
1,0,1.7470400000000001,0.86759,1.53755,1.16996,1.7272699999999999,1.09486,1.69565,0.88933,1.66798,0.76482,1.8794499999999998,0.8083,1.73715,1.0415,1.63043,0.99605,1.63636,0.88142,1.79249,0.7470399999999999,1.66403,0.7134400000000001,1.67194,0.89526,1.6184699999999999,0.87959,1.60079,0.79051,1.37549,1.06917,1.61067,0.98617
0,0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1,0,1.61857,1.1085,1.70694,0.93065,1.70358,1.01678,1.74273,1.00224,1.71029,1.15772,1.7158799999999998,0.99776,1.7975400000000001,1.066,1.83669,0.83445,1.6867999999999999,0.9094,1.62528,0.98658,1.60962,1.11745,1.71253,0.90492,1.69845,0.98327,1.6331099999999998,1.0481,1.7885900000000001,0.94855,1.65213,0.95302
1,0,1.83508,1.08298,1.73739,0.85294,1.84349,0.94433,1.90441,0.95378,1.89391,1.1313,1.81197,1.06723,1.7930700000000002,0.91071,2.0,0.97899,1.96639,1.06618,1.87605,1.01155,1.77521,1.06618,1.95378,0.95798,1.83479,1.00123,2.0,1.12815,1.8666,0.89286,1.9054600000000002,0.9569300000000001
1,0,2.0,1.23058,2.0,0.21491000000000005,2.0,0.89599,2.0,1.15414,2.0,1.2782,1.9811999999999999,0.9313899999999999,2.0,1.0661,1.9580199999999999,0.81046,1.8358400000000001,0.84367,1.974,1.03728,1.99624,1.09242,2.0,0.98747,1.96238,0.95403,1.9116499999999998,1.03885,2.0,0.86278,1.96523,0.88283
1,0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.72222,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0
1,0,1.61538,1.18923,1.7815699999999999,1.0178,1.7748599999999999,1.02647,1.65077,0.8969199999999999,1.77538,1.08,1.7396099999999999,1.0506,1.72322,1.05776,1.68615,0.91077,1.61692,1.16308,1.6623299999999999,1.07573,1.6387800000000001,1.08041,1.60154,0.92769,1.58803,1.08767,1.55077,1.25692,1.53389,1.09207,1.50609,1.09322
1,0,1.8811,1.0,1.94817,0.97256,1.93598,0.9878,1.90244,1.01829,1.90244,1.01829,1.93902,1.00915,1.95732,1.00305,2.0,1.02744,1.94207,0.9878,1.90854,1.02439,1.91463,1.05488,1.99695,1.04878,1.89666,1.02226,1.90854,1.00915,2.0,1.05488,1.97561,0.9878
1,0,2.0,0.98658,2.0,1.01566,2.0,0.99776,2.0,1.06264,1.97763,1.04474,1.95973,1.02908,2.0,1.06488,1.98881,1.03356,2.0,1.03579,1.99776,1.09396,1.95749,1.07383,2.0,1.10067,1.99989,1.08763,1.99105,1.08501,2.0,1.10067,2.0,1.10067
0,0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.28125,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.5625,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0
1,0,2.0,0.6216200000000001,1.64865,1.2973,1.64865,0.75676,1.86486,1.18919,2.0,0.72973,1.5135100000000001,1.0,1.62162,0.94595,1.32432,0.78378,1.71833,0.82334,1.62162,1.05405,1.7567599999999999,1.13514,1.35135,0.7027,1.6103100000000001,0.77837,1.5847799999999999,0.76973,1.72973,0.40541000000000005,1.5135100000000001,0.75676
0,0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
1,0,2.0,0.85246,2.0,1.04918,1.5737700000000001,0.98361,1.65574,1.01639,1.85246,0.96721,1.72131,1.0,1.68852,0.83607,1.19672,0.85246,1.65558,0.82824,1.6721300000000001,1.03279,2.0,0.70492,1.31148,0.65574,1.52385,0.7967500000000001,1.3278699999999999,0.96721,1.27869,0.55738,1.4918,0.93443
1,0,1.67065,1.02528,1.6662599999999999,1.05031,1.5719699999999999,1.18761,1.08776,1.34081,1.6362100000000002,1.12131,1.62099,1.14285,1.78637,1.10976,1.58373,1.18151,1.14395,1.41224,1.53888,1.21326,1.5142,1.22625,1.48838,1.23724,1.46167,1.24618,1.43433,1.25306,1.40663,1.25792,2.0,1.33036
1,0,1.9746700000000001,1.13082,1.9412,1.20036,1.8878300000000001,1.32248,1.89009,1.32711,1.8555000000000001,1.45217,1.72298,1.52284,1.69946,1.5882,1.58548,1.66893,1.48869,1.70398,1.44245,1.68159,1.35289,1.75622,1.2683200000000001,1.7621,1.1681300000000001,1.7854100000000002,1.07497,1.8043900000000002,0.97038,1.77702,0.89711,1.74242
1,0,1.28409,0.68182,1.0,1.0,1.68182,0.0,1.30682,1.9583300000000001,1.64394,1.06439,1.34848,0.15152,1.0,1.0,1.59091,0.64015,1.45076,0.19318000000000002,1.0,1.0,1.0,1.0,1.24242,1.17803,2.0,0.76136,1.06061,0.51515,1.16288,0.29923999999999995,1.0,1.0
1,0,1.47938,0.87629,1.42784,0.87629,1.70103,0.60825,1.73196,1.07216,1.26289,0.78351,1.49485,1.15979,1.45361,0.88144,1.42268,1.06186,1.5,0.7268,1.5463900000000002,1.18557,1.42268,1.08247,1.7061899999999999,1.19588,1.53396,0.87553,1.15464,0.7371099999999999,1.47423,1.04124,1.45361,0.48453999999999997
1,0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.9816,2.0,0.0,2.0,2.0,2.0,0.14417000000000002,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.20859000000000005,2.0,2.0,2.0,2.0
1,0,1.32834,1.0252,1.15236,1.21278,1.14919,1.74003,0.7429399999999999,1.9232399999999998,0.89688,1.1938,0.38648000000000005,1.25786,0.05947000000000002,0.94591,0.86883,0.85671,0.69685,0.55385,0.88591,0.14403,1.02668,0.77214,1.27942,0.9370499999999999,1.33737,0.88124,1.27657,0.88591,1.15078,1.13296,1.12197,1.20468
1,0,1.85271,1.05426,2.0,1.08069,2.0,2.0,1.91473,0.99225,1.83721,1.03876,2.0,1.27153,2.0,2.0,1.81395,1.04651,1.90698,1.11628,2.0,1.5067,2.0,0.0,1.8062,1.03876,2.0,1.7161300000000002,1.84496,1.06977,2.0,1.87317,2.0,2.0
1,0,2.0,2.0,0.0,2.0,0.0,0.17544000000000004,1.34649,1.2105299999999999,1.4605299999999999,1.07018,1.22807,1.05702,1.35088,1.34649,1.72807,0.96053,1.22807,1.5307,1.0,1.0,0.70175,0.83772,2.0,0.33333,2.0,0.0,2.0,0.75439,1.35088,1.20175,1.8289499999999999,1.07895
1,0,1.97513,1.0071,1.9857900000000002,1.01954,2.0,1.01954,1.9929000000000001,1.01599,1.95737,1.02309,1.9715799999999999,1.03552,2.0,1.0373,1.9786899999999998,1.02131,1.9857900000000002,1.05684,1.9715799999999999,1.04796,1.94494,1.05506,1.98401,1.03552,1.9754,1.06477,1.94849,1.08171,1.99112,1.06217,1.9893399999999999,1.09947
1,0,2.0,1.51515,1.45455,1.3333300000000001,1.06061,1.36364,0.67896,1.73062,0.54545,1.48485,0.42423999999999995,1.0,0.42423999999999995,0.87879,0.66667,0.51515,0.90909,0.15152,1.48485,0.42423999999999995,1.57576,0.57576,2.0,0.60606,1.72961,1.12331,1.9697,1.57576,1.24242,1.36364,1.09091,1.3333300000000001
1,0,1.91767,1.18198,1.8609,1.3554300000000001,1.72873,1.45747,1.60425,1.69865,1.50376,1.74922,1.361,1.81795,1.15664,1.83558,1.00396,1.8521,0.8361000000000001,1.77853,0.6400399999999999,1.76193,0.56913,1.65385,0.4686,1.5388600000000001,0.39671999999999996,1.40972,0.35489000000000004,1.27338,0.3429,1.13667,0.35944,1.05394
1,0,1.85209,1.39252,1.38887,1.76432,1.08858,1.98903,0.57375,1.88744,0.23770999999999998,1.4998,0.06908000000000003,1.10768,0.14100000000000001,0.68956,0.3397,0.44738,0.8074,0.13937,1.28444,0.19504,1.64649,0.6476999999999999,1.77814,0.76676,1.71698,1.21343,1.3783,1.5831,1.1966700000000001,1.66315,0.88785,1.64933
1,0,1.17188,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.38646,0.32292,1.80521,1.3614600000000001,1.51979,1.14375,1.0,1.0,0.0,0.72917,0.15208,1.9625,2.0,2.0,0.0,1.6770800000000001,1.0,1.0,1.0,1.0
1,0,2.0,0.98919,2.0,0.97297,2.0,0.93514,1.9513500000000001,0.98378,1.98919,0.96757,1.98919,1.08649,2.0,0.93514,1.9513500000000001,1.09189,1.97838,0.99459,2.0,1.06486,2.0,1.04324,1.97838,1.09189,1.98556,1.01251,2.0,0.96757,2.0,1.0270299999999999,2.0,0.92973
1,0,1.87578,1.03727,1.89951,1.00343,1.8921000000000001,1.0051,1.86335,1.0,1.95031,1.07453,1.8702100000000002,1.00994,1.86303,1.01151,1.8385099999999999,0.93789,1.85714,1.02484,1.84182,1.01603,1.83486,1.01749,1.7950300000000001,0.95652,1.82111,1.02033,1.81988,1.08696,1.8075700000000001,1.02308,1.80088,1.02441
1,0,1.86284,1.1931,1.8092000000000001,1.4114900000000001,1.67203,1.55785,1.54559,1.69962,1.3670499999999999,1.8153299999999999,1.19617,1.85671,0.95939,1.86284,0.82759,1.75785,0.659,1.65747,0.5180100000000001,1.5609199999999999,0.39770000000000005,1.4099599999999999,0.40766,1.25747,0.36961999999999995,1.08818,0.42759,0.92184,0.45133999999999996,0.80077,0.57088,0.6804600000000001
1,0,1.25,1.16667,1.46667,1.26667,1.19036,1.23966,1.07766,1.19939,1.0107,1.14922,0.97633,1.10188,0.96315,1.06317,0.96234,1.03458,0.9677,1.01532,0.97526,1.00357,0.98274,0.99727,0.98903,0.99461,0.99379,0.99414,0.99706,0.9948,0.99911,0.99592,1.00025,0.99709
1,0,1.50932,0.06003999999999998,2.0,1.26708,0.9648,0.0,2.0,0.0,1.43685,0.0,1.0,1.0,0.0,0.65735,0.62319,1.03623,2.0,0.0,1.0,1.0,1.0,1.0,0.8374699999999999,1.9223599999999998,1.39752,1.26501,1.0,1.0,2.0,1.23188,1.0,1.0
0,0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0
1,0,1.97588,0.89398,1.94601,0.792,1.9280599999999999,0.7165,1.85996,0.72658,1.79766,0.52071,1.78225,0.49236,1.74628,0.38564,1.57945,0.31914,1.37852,0.26359,1.36324,0.23438000000000003,1.31898,0.20247000000000004,1.2279200000000001,0.18366000000000005,1.13659,0.17490000000000006,1.04606,0.17605000000000004,0.95738,0.18681999999999999,0.86168,0.19025000000000003
1,0,1.88179,1.43491,1.59573,1.7765499999999999,1.19672,1.94537,0.75897,1.92544,0.37473999999999996,1.71257,0.13556999999999997,1.33652,0.07616,0.94662,0.22643999999999997,0.5529299999999999,0.5305,0.26715,0.89763,0.17783000000000004,1.26384,0.22430000000000005,1.55984,0.44089999999999996,1.72147,0.7556700000000001,1.72478,1.09599,1.5813700000000002,1.3891499999999999,1.34749,1.57656
1,0,1.94649,1.00892,1.97287,0.9974,1.98922,1.00372,1.95801,1.01598,1.94054,1.0352999999999999,1.97213,1.04719,1.98625,1.01858,1.9427699999999999,1.07135,1.98551,0.99294,1.9777,1.0498,1.9635799999999999,1.07098,1.93274,1.08101,1.95243,1.04356,1.97473,1.00818,1.97845,1.07061,2.0,0.9974
1,0,2.0,1.0665499999999999,2.0,0.81612,2.0,0.7268,2.0,0.5689299999999999,2.0,0.58651,1.96232,0.48126,1.9071099999999999,0.40983,1.8923,0.33526,1.69876,0.29003,1.70645,0.2368,1.6308099999999999,0.19455999999999996,1.55867,0.10872000000000004,1.47211,0.135,1.40303,0.16325,1.30996,0.10907,1.22995,0.10841999999999996
1,0,1.08696,1.00686,1.13959,0.95881,1.10526,0.91762,1.12586,0.93822,1.2334100000000001,0.98856,1.12357,1.0778,1.14645,0.86499,1.29062,0.95195,1.18993,1.07323,1.1167,1.0,1.11213,0.99771,1.15103,0.89703,1.08467,1.01373,1.11213,0.93364,1.09611,0.92677,1.1167,0.93135
1,0,1.49515,1.09709,1.29612,1.05825,1.34951,1.0,1.57282,0.97573,1.5825200000000001,1.02427,1.33495,1.04854,1.52427,1.00485,1.4708700000000001,0.8932,1.43204,1.00485,1.34951,1.05825,1.18932,1.25728,1.31068,0.84951,1.36547,1.03815,1.3932,1.17476,1.26214,1.0,1.37379,0.98058
0,0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0
1,0,1.93537,1.13645,1.93716,1.25359,1.85705,1.38779,1.79039,1.47127,1.7235200000000002,1.5994199999999998,1.6526,1.75,1.5083,1.73586,1.41629,1.82742,1.25539,1.8595199999999998,1.13712,1.85615,1.00494,1.88869,0.92639,1.7978,0.79005,1.78004,0.66831,1.71454,0.61468,1.64363,0.52581,1.55835
1,0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.5,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.625,2.0,0.25,0.25,2.0,2.0,2.0
0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.75,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
1,0,2.0,1.11765,2.0,1.23529,2.0,1.4117600000000001,2.0,1.05882,2.0,1.23529,2.0,1.11765,2.0,1.47059,2.0,0.94118,2.0,0.88235,2.0,1.35294,2.0,1.4117600000000001,2.0,0.88235,2.0,1.20225,2.0,1.05882,2.0,1.35294,2.0,1.23529
0,0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,0,1.19466,1.05725,1.04198,1.25191,0.8944300000000001,1.4886599999999999,0.81679,0.81679,0.5801499999999999,1.06107,0.5458000000000001,1.0916,0.83588,0.69466,0.89695,0.60305,1.18702,0.82443,1.34012,0.88047,1.28626,0.83969,1.21645,1.24692,1.03913,1.3109199999999999,0.96183,1.26336,0.83206,1.16794,0.6984699999999999,0.66412
1,0,1.7086999999999999,0.75217,1.64348,1.04348,1.45217,1.3826100000000001,1.65217,1.18261,1.5,1.2695699999999999,1.57826,0.76957,1.50435,1.37826,1.38696,0.5739099999999999,1.36087,0.7391300000000001,1.2695699999999999,1.1173899999999999,1.53246,0.96155,1.31304,0.87826,1.4993,0.95736,1.4834800000000001,0.95552,1.64348,0.74783,1.50435,1.14783
1,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,1.0,1.0,2.0,0.0,2.0,0.0
1,0,1.98455,0.97264,1.98058,0.95896,2.0,0.92365,1.9872,1.01456,1.95278,0.97396,1.9849999999999999,0.92542,1.99382,0.92851,1.97396,0.90468,1.97264,0.87776,1.99294,0.94748,1.95278,0.91086,1.9735200000000002,0.91659,1.9665300000000001,0.87088,1.93469,0.85084,1.97132,0.84245,1.9677799999999999,0.812
